Invoice_no,Customer_ID,Gender,Age,Category,Quantity_Sold,Unit_Price,Total_Revenue,Payment_Method,Invoice_Date,Shopping_Mall
I293293,C144445,Female,28,Clothing,2,600.16,1200.32,Cash,03/01/2022,Kanyon
I334801,C276574,Male,66,Cosmetics,3,121.98,365.94,Cash,03/01/2022,Mall of Istanbul
I984681,C324252,Female,56,Technology,1,1050,1050,Credit Card,03/01/2022,Metrocity
I899275,C296569,Female,21,Technology,5,5250,26250,Cash,03/01/2022,Zorlu Center
I252821,C795820,Male,37,Clothing,2,600.16,1200.32,Credit Card,03/01/2022,Viaport Outlet
I269638,C278534,Male,59,Clothing,5,1500.4,7502,Cash,03/01/2022,Kanyon
I290761,C107390,Male,60,Clothing,2,600.16,1200.32,Cash,03/01/2022,Viaport Outlet
I235389,C142309,Female,45,Clothing,5,1500.4,7502,Cash,03/01/2022,Mall of Istanbul
I288394,C850658,Male,28,Food & Beverage,1,5.23,5.23,Cash,03/01/2022,Mall of Istanbul
I176639,C287543,Female,53,Technology,1,1050,1050,Credit Card,03/01/2022,Metrocity
I110263,C404411,Female,57,Clothing,2,600.16,1200.32,Cash,03/01/2022,Metrocity
I334467,C124575,Female,49,Souvenir,4,46.92,187.68,Cash,03/01/2022,Kanyon
I892770,C134935,Female,34,Clothing,1,300.08,300.08,Cash,03/01/2022,Mall of Istanbul
I876060,C117011,Female,44,Souvenir,3,35.19,105.57,Credit Card,03/01/2022,Mall of Istanbul
I190243,C769914,Female,48,Books,4,60.6,242.4,Debit Card,03/01/2022,Mall of Istanbul
I306808,C313852,Female,51,Shoes,4,2400.68,9602.72,Debit Card,03/01/2022,Metrocity
I325777,C200554,Male,34,Cosmetics,3,121.98,365.94,Cash,03/01/2022,Metropol AVM
I306553,C280404,Female,66,Shoes,2,1200.34,2400.68,Debit Card,03/01/2022,Zorlu Center
I180518,C324125,Male,37,Clothing,1,300.08,300.08,Cash,03/01/2022,Kanyon
I118680,C302281,Female,23,Food & Beverage,4,20.92,83.68,Cash,03/01/2022,Cevahir AVM
I228251,C555573,Female,68,Clothing,3,900.24,2700.72,Cash,03/01/2022,Mall of Istanbul
I252557,C527011,Female,42,Cosmetics,1,40.66,40.66,Credit Card,03/01/2022,Metrocity
I238806,C511761,Male,54,Food & Beverage,4,20.92,83.68,Credit Card,03/01/2022,Metrocity
I447598,C780309,Male,64,Shoes,4,2400.68,9602.72,Credit Card,03/01/2022,Metrocity
I273162,C245675,Female,22,Souvenir,4,46.92,187.68,Credit Card,03/01/2022,Kanyon
I273413,C217647,Female,29,Clothing,2,600.16,1200.32,Cash,03/01/2022,Viaport Outlet
I334632,C202066,Female,49,Clothing,4,1200.32,4801.28,Cash,03/01/2022,Mall of Istanbul
I210367,C172377,Male,35,Shoes,4,2400.68,9602.72,Credit Card,03/01/2022,Mall of Istanbul
I219940,C143152,Male,34,Clothing,3,900.24,2700.72,Debit Card,03/01/2022,Istinye Park
I857655,C132932,Female,45,Cosmetics,4,162.64,650.56,Credit Card,03/01/2022,Kanyon
I575304,C237453,Female,68,Clothing,5,1500.4,7502,Credit Card,03/01/2022,Forum Istanbul
I198576,C157477,Female,69,Shoes,4,2400.68,9602.72,Debit Card,03/01/2022,Mall of Istanbul
I138812,C168455,Male,52,Food & Beverage,1,5.23,5.23,Cash,03/01/2022,Metrocity
I186639,C265764,Male,45,Cosmetics,2,81.32,162.64,Cash,03/01/2022,Cevahir AVM
I228053,C267763,Female,24,Cosmetics,3,121.98,365.94,Credit Card,03/01/2022,Kanyon
I863384,C432600,Male,64,Cosmetics,2,81.32,162.64,Credit Card,03/01/2022,Kanyon
I137554,C866473,Male,68,Technology,3,3150,9450,Cash,03/01/2022,Mall of Istanbul
I144919,C284496,Female,48,Shoes,3,1800.51,5401.53,Debit Card,03/01/2022,Kanyon
I517067,C264487,Female,68,Toys,3,107.52,322.56,Cash,03/01/2022,Kanyon
I293348,C164172,Male,47,Cosmetics,1,40.66,40.66,Cash,03/01/2022,Metropol AVM
I112468,C783595,Male,37,Clothing,2,600.16,1200.32,Cash,03/01/2022,Metropol AVM
I126788,C329407,Female,48,Clothing,4,1200.32,4801.28,Cash,03/01/2022,Mall of Istanbul
I130748,C400778,Male,29,Shoes,3,1800.51,5401.53,Debit Card,03/01/2022,Metrocity
I937297,C338135,Male,28,Souvenir,2,23.46,46.92,Debit Card,03/01/2022,Forum Istanbul
I538508,C337746,Female,36,Cosmetics,5,203.3,1016.5,Cash,03/01/2022,Mall of Istanbul
I102666,C114925,Male,66,Shoes,5,3000.85,15004.25,Cash,03/01/2022,Mall of Istanbul
I215603,C697312,Female,56,Shoes,1,600.17,600.17,Cash,03/01/2022,Metrocity
I870456,C747093,Female,38,Clothing,5,1500.4,7502,Credit Card,03/01/2022,Metropol AVM
I292596,C315884,Female,61,Clothing,3,900.24,2700.72,Debit Card,03/01/2022,Metrocity
I336055,C252811,Male,65,Clothing,3,900.24,2700.72,Cash,03/01/2022,Kanyon
I159865,C276008,Female,27,Toys,3,107.52,322.56,Credit Card,04/01/2022,Mall of Istanbul
I317066,C127551,Male,50,Clothing,1,300.08,300.08,Credit Card,04/01/2022,Metropol AVM
I109293,C237582,Female,53,Books,4,60.6,242.4,Cash,04/01/2022,Viaport Outlet
I278283,C299038,Female,59,Clothing,2,600.16,1200.32,Debit Card,04/01/2022,Kanyon
I412259,C182085,Female,58,Souvenir,3,35.19,105.57,Cash,04/01/2022,Metropol AVM
I148931,C121150,Male,20,Clothing,4,1200.32,4801.28,Credit Card,04/01/2022,Kanyon
I114005,C295678,Female,66,Clothing,1,300.08,300.08,Cash,04/01/2022,Istinye Park
I157128,C109905,Female,33,Clothing,1,300.08,300.08,Credit Card,04/01/2022,Metrocity
I147365,C306822,Male,60,Clothing,2,600.16,1200.32,Debit Card,04/01/2022,Viaport Outlet
I337844,C333396,Male,43,Toys,3,107.52,322.56,Cash,04/01/2022,Viaport Outlet
I134786,C278891,Male,37,Food & Beverage,1,5.23,5.23,Cash,04/01/2022,Mall of Istanbul
I329107,C719563,Female,25,Books,2,30.3,60.6,Credit Card,04/01/2022,Metropol AVM
I132801,C170637,Female,23,Clothing,2,600.16,1200.32,Cash,04/01/2022,Mall of Istanbul
I803562,C330529,Male,33,Clothing,4,1200.32,4801.28,Credit Card,04/01/2022,Emaar Square Mall
I575970,C216034,Male,29,Shoes,4,2400.68,9602.72,Credit Card,04/01/2022,Metropol AVM
I767185,C330226,Female,39,Clothing,3,900.24,2700.72,Debit Card,04/01/2022,Viaport Outlet
I109339,C118823,Female,63,Technology,4,4200,16800,Cash,04/01/2022,Metrocity
I202584,C224507,Female,62,Food & Beverage,2,10.46,20.92,Credit Card,04/01/2022,Mall of Istanbul
I306669,C233105,Male,18,Books,3,45.45,136.35,Credit Card,04/01/2022,Kanyon
I299297,C228426,Female,48,Clothing,1,300.08,300.08,Credit Card,04/01/2022,Metropol AVM
I214096,C116342,Female,55,Clothing,5,1500.4,7502,Cash,04/01/2022,Metrocity
I957299,C263392,Female,44,Books,1,15.15,15.15,Debit Card,04/01/2022,Viaport Outlet
I318501,C553138,Male,25,Clothing,5,1500.4,7502,Cash,04/01/2022,Mall of Istanbul
I238334,C281947,Male,46,Clothing,4,1200.32,4801.28,Cash,04/01/2022,Mall of Istanbul
I270342,C363079,Male,68,Shoes,5,3000.85,15004.25,Credit Card,04/01/2022,Mall of Istanbul
I235733,C100042,Female,28,Cosmetics,4,162.64,650.56,Cash,04/01/2022,Metrocity
I367556,C322591,Male,39,Shoes,3,1800.51,5401.53,Credit Card,04/01/2022,Kanyon
I152416,C240751,Male,44,Souvenir,2,23.46,46.92,Credit Card,04/01/2022,Istinye Park
I142437,C296589,Female,32,Cosmetics,3,121.98,365.94,Cash,04/01/2022,Mall of Istanbul
I214097,C108553,Male,30,Cosmetics,4,162.64,650.56,Cash,04/01/2022,Metropol AVM
I203720,C306762,Female,40,Clothing,5,1500.4,7502,Cash,04/01/2022,Mall of Istanbul
I108034,C145161,Female,52,Shoes,5,3000.85,15004.25,Cash,04/01/2022,Istinye Park
I171932,C159918,Female,48,Clothing,1,300.08,300.08,Credit Card,04/01/2022,Metrocity
I238939,C263765,Male,51,Cosmetics,3,121.98,365.94,Cash,04/01/2022,Metropol AVM
I183344,C147986,Female,24,Food & Beverage,2,10.46,20.92,Debit Card,04/01/2022,Metropol AVM
I358353,C159638,Female,55,Shoes,4,2400.68,9602.72,Debit Card,04/01/2022,Metrocity
I338477,C291652,Female,51,Books,3,45.45,136.35,Credit Card,04/01/2022,Kanyon
I197885,C264791,Female,32,Shoes,1,600.17,600.17,Credit Card,04/01/2022,Metrocity
I242575,C148084,Male,64,Technology,2,2100,4200,Cash,04/01/2022,Istinye Park
I319205,C251232,Female,20,Toys,4,143.36,573.44,Cash,04/01/2022,Istinye Park
I241778,C308370,Female,21,Cosmetics,3,121.98,365.94,Cash,04/01/2022,Metropol AVM
I104114,C257419,Female,60,Souvenir,5,58.65,293.25,Cash,04/01/2022,Kanyon
I195963,C831359,Male,19,Cosmetics,5,203.3,1016.5,Cash,04/01/2022,Metrocity
I251632,C427657,Male,33,Food & Beverage,2,10.46,20.92,Cash,04/01/2022,Metrocity
I737826,C205913,Female,46,Clothing,4,1200.32,4801.28,Cash,04/01/2022,Metrocity
I633017,C155067,Female,57,Clothing,5,1500.4,7502,Debit Card,04/01/2022,Mall of Istanbul
I229570,C328180,Female,63,Books,2,30.3,60.6,Debit Card,04/01/2022,Kanyon
I660625,C475030,Female,29,Food & Beverage,3,15.69,47.07,Credit Card,04/01/2022,Metrocity
I613983,C319232,Female,59,Shoes,3,1800.51,5401.53,Cash,04/01/2022,Mall of Istanbul
I249334,C262245,Female,44,Shoes,3,1800.51,5401.53,Cash,04/01/2022,Metrocity
I217535,C282026,Female,55,Cosmetics,1,40.66,40.66,Debit Card,04/01/2022,Zorlu Center
I134769,C604360,Male,67,Toys,3,107.52,322.56,Debit Card,04/01/2022,Kanyon
I173848,C245216,Male,67,Shoes,1,600.17,600.17,Debit Card,04/01/2022,Kanyon
I482048,C708188,Female,52,Clothing,1,300.08,300.08,Debit Card,04/01/2022,Istinye Park
I331900,C752436,Female,22,Souvenir,2,23.46,46.92,Cash,04/01/2022,Istinye Park
I252386,C108028,Female,54,Cosmetics,4,162.64,650.56,Credit Card,04/01/2022,Kanyon
I237753,C234220,Female,50,Souvenir,4,46.92,187.68,Cash,04/01/2022,Mall of Istanbul
I146322,C161267,Male,48,Toys,5,179.2,896,Cash,04/01/2022,Zorlu Center
I301700,C136488,Female,56,Cosmetics,5,203.3,1016.5,Cash,04/01/2022,Zorlu Center
I204908,C142352,Female,59,Cosmetics,1,40.66,40.66,Cash,04/01/2022,Kanyon
I270178,C148138,Female,54,Clothing,3,900.24,2700.72,Credit Card,04/01/2022,Istinye Park
I153699,C259585,Male,30,Technology,5,5250,26250,Debit Card,04/01/2022,Viaport Outlet
I518525,C955696,Male,24,Shoes,5,3000.85,15004.25,Cash,04/01/2022,Cevahir AVM
I201310,C261787,Female,68,Clothing,1,300.08,300.08,Cash,04/01/2022,Metrocity
I196494,C592500,Female,62,Books,1,15.15,15.15,Cash,04/01/2022,Metropol AVM
I325097,C709485,Male,41,Food & Beverage,4,20.92,83.68,Cash,04/01/2022,Kanyon
I296149,C874060,Female,49,Food & Beverage,4,20.92,83.68,Cash,04/01/2022,Mall of Istanbul
I252285,C103359,Female,39,Books,2,30.3,60.6,Debit Card,04/01/2022,Kanyon
I350295,C110487,Male,25,Clothing,4,1200.32,4801.28,Cash,04/01/2022,Kanyon
I184543,C425060,Female,29,Clothing,3,900.24,2700.72,Debit Card,04/01/2022,Mall of Istanbul
I814037,C193412,Female,46,Clothing,2,600.16,1200.32,Cash,04/01/2022,Istinye Park
I836491,C220797,Male,67,Clothing,1,300.08,300.08,Cash,04/01/2022,Viaport Outlet
I171551,C332078,Female,44,Clothing,3,900.24,2700.72,Cash,04/01/2022,Metrocity
I104822,C114106,Female,32,Cosmetics,4,162.64,650.56,Credit Card,04/01/2022,Metrocity
I230171,C336209,Female,31,Clothing,2,600.16,1200.32,Debit Card,04/01/2022,Mall of Istanbul
I297611,C216584,Male,52,Clothing,4,1200.32,4801.28,Cash,04/01/2022,Emaar Square Mall
I173143,C170141,Male,22,Cosmetics,2,81.32,162.64,Debit Card,04/01/2022,Metrocity
I335853,C774542,Male,57,Toys,4,143.36,573.44,Cash,04/01/2022,Metropol AVM
I639868,C423066,Male,31,Food & Beverage,1,5.23,5.23,Debit Card,04/01/2022,Kanyon
I857622,C163848,Male,26,Toys,5,179.2,896,Cash,04/01/2022,Zorlu Center
I242935,C451676,Male,38,Clothing,5,1500.4,7502,Cash,04/01/2022,Kanyon
I165574,C118801,Female,22,Cosmetics,5,203.3,1016.5,Cash,04/01/2022,Kanyon
I599082,C325204,Male,69,Clothing,4,1200.32,4801.28,Cash,04/01/2022,Istinye Park
I300235,C624635,Female,32,Clothing,4,1200.32,4801.28,Cash,04/01/2022,Kanyon
I217062,C238647,Female,25,Cosmetics,2,81.32,162.64,Credit Card,04/01/2022,Mall of Istanbul
I113002,C258821,Female,18,Clothing,1,300.08,300.08,Cash,04/01/2022,Metropol AVM
I314325,C205958,Male,62,Souvenir,4,46.92,187.68,Cash,04/01/2022,Istinye Park
I253620,C950430,Male,64,Books,2,30.3,60.6,Cash,04/01/2022,Viaport Outlet
I252219,C123841,Male,69,Clothing,5,1500.4,7502,Cash,04/01/2022,Mall of Istanbul
I174752,C339452,Male,61,Toys,5,179.2,896,Credit Card,04/01/2022,Metropol AVM
I200211,C404594,Female,22,Food & Beverage,5,26.15,130.75,Credit Card,04/01/2022,Kanyon
I903892,C295983,Male,28,Books,5,75.75,378.75,Credit Card,04/01/2022,Viaport Outlet
I806030,C314065,Male,22,Technology,4,4200,16800,Debit Card,04/01/2022,Metrocity
I757575,C150717,Male,24,Shoes,2,1200.34,2400.68,Cash,04/01/2022,Kanyon
I147500,C185414,Female,40,Clothing,5,1500.4,7502,Credit Card,04/01/2022,Metropol AVM
I253753,C157367,Male,60,Souvenir,5,58.65,293.25,Debit Card,04/01/2022,Istinye Park
I228590,C212660,Male,64,Cosmetics,5,203.3,1016.5,Cash,04/01/2022,Mall of Istanbul
I312387,C265894,Female,58,Clothing,5,1500.4,7502,Cash,04/01/2022,Mall of Istanbul
I124882,C155660,Female,45,Toys,5,179.2,896,Credit Card,04/01/2022,Kanyon
I204644,C108930,Female,33,Books,3,45.45,136.35,Debit Card,04/01/2022,Kanyon
I270207,C163144,Male,69,Food & Beverage,1,5.23,5.23,Cash,04/01/2022,Mall of Istanbul
I262393,C156353,Female,29,Clothing,1,300.08,300.08,Debit Card,04/01/2022,Metropol AVM
I320827,C215212,Female,20,Books,1,15.15,15.15,Credit Card,04/01/2022,Kanyon
I588335,C548452,Male,37,Clothing,3,900.24,2700.72,Cash,04/01/2022,Emaar Square Mall
I151388,C268185,Female,62,Clothing,1,300.08,300.08,Credit Card,04/01/2022,Mall of Istanbul
I999692,C276179,Female,30,Food & Beverage,2,10.46,20.92,Credit Card,04/01/2022,Metropol AVM
I957783,C168073,Female,59,Cosmetics,1,40.66,40.66,Credit Card,04/01/2022,Metropol AVM
I253910,C119900,Male,42,Cosmetics,3,121.98,365.94,Credit Card,04/01/2022,Cevahir AVM
I326418,C204373,Male,49,Food & Beverage,2,10.46,20.92,Credit Card,04/01/2022,Metrocity
I318862,C227832,Male,66,Clothing,3,900.24,2700.72,Cash,04/01/2022,Kanyon
I920149,C240117,Male,65,Cosmetics,2,81.32,162.64,Cash,04/01/2022,Kanyon
I297450,C503397,Male,39,Cosmetics,5,203.3,1016.5,Cash,04/01/2022,Metrocity
I900583,C164813,Female,67,Books,2,30.3,60.6,Credit Card,04/01/2022,Mall of Istanbul
I262581,C280746,Male,25,Books,1,15.15,15.15,Credit Card,04/01/2022,Istinye Park
I111393,C401237,Female,66,Toys,3,107.52,322.56,Cash,04/01/2022,Kanyon
I575490,C275449,Male,38,Clothing,1,300.08,300.08,Credit Card,04/01/2022,Mall of Istanbul
I488787,C287022,Female,55,Technology,2,2100,4200,Debit Card,04/01/2022,Kanyon
I236803,C264925,Male,51,Souvenir,2,23.46,46.92,Credit Card,04/01/2022,Istinye Park
I151769,C123591,Male,49,Cosmetics,5,203.3,1016.5,Credit Card,04/01/2022,Kanyon
I104781,C137946,Female,59,Books,4,60.6,242.4,Credit Card,04/01/2022,Forum Istanbul
I317634,C291233,Male,43,Souvenir,4,46.92,187.68,Cash,04/01/2022,Kanyon
I309110,C246242,Female,46,Cosmetics,3,121.98,365.94,Credit Card,04/01/2022,Istinye Park
I257788,C299672,Female,31,Technology,4,4200,16800,Credit Card,04/01/2022,Cevahir AVM
I234161,C882871,Female,53,Cosmetics,3,121.98,365.94,Cash,04/01/2022,Kanyon
I522000,C174404,Female,68,Toys,1,35.84,35.84,Credit Card,04/01/2022,Metropol AVM
I207306,C121320,Male,63,Clothing,4,1200.32,4801.28,Credit Card,04/01/2022,Metrocity
I261671,C284998,Male,41,Clothing,2,600.16,1200.32,Cash,04/01/2022,Metrocity
I262995,C974189,Female,18,Food & Beverage,3,15.69,47.07,Debit Card,04/01/2022,Istinye Park
I325171,C186798,Male,34,Cosmetics,5,203.3,1016.5,Cash,04/01/2022,Zorlu Center
I195744,C330667,Female,42,Food & Beverage,3,15.69,47.07,Credit Card,05/01/2022,Zorlu Center
I783231,C771066,Female,21,Clothing,5,1500.4,7502,Debit Card,05/01/2022,Cevahir AVM
I333100,C247547,Female,62,Clothing,5,1500.4,7502,Credit Card,05/01/2022,Mall of Istanbul
I266121,C198568,Male,47,Clothing,4,1200.32,4801.28,Cash,05/01/2022,Kanyon
I230848,C323917,Male,31,Food & Beverage,4,20.92,83.68,Cash,05/01/2022,Metropol AVM
I229719,C334097,Female,38,Shoes,1,600.17,600.17,Credit Card,05/01/2022,Mall of Istanbul
I196153,C207293,Female,31,Cosmetics,1,40.66,40.66,Cash,05/01/2022,Mall of Istanbul
I456351,C186279,Female,69,Souvenir,3,35.19,105.57,Credit Card,05/01/2022,Emaar Square Mall
I321740,C250103,Male,54,Books,3,45.45,136.35,Cash,05/01/2022,Istinye Park
I124576,C597117,Female,39,Shoes,4,2400.68,9602.72,Credit Card,05/01/2022,Zorlu Center
I101806,C322425,Female,42,Clothing,1,300.08,300.08,Credit Card,05/01/2022,Mall of Istanbul
I157312,C960927,Female,33,Cosmetics,1,40.66,40.66,Cash,05/01/2022,Kanyon
I194823,C319130,Female,57,Books,5,75.75,378.75,Cash,05/01/2022,Mall of Istanbul
I125499,C164053,Male,19,Technology,1,1050,1050,Credit Card,05/01/2022,Kanyon
I285442,C324335,Male,59,Cosmetics,5,203.3,1016.5,Credit Card,05/01/2022,Zorlu Center
I218649,C719726,Male,61,Books,3,45.45,136.35,Cash,05/01/2022,Metrocity
I162816,C277332,Male,19,Clothing,5,1500.4,7502,Credit Card,05/01/2022,Cevahir AVM
I240258,C328518,Female,40,Cosmetics,5,203.3,1016.5,Credit Card,05/01/2022,Cevahir AVM
I241609,C609217,Male,42,Souvenir,1,11.73,11.73,Cash,05/01/2022,Metropol AVM
I108886,C128406,Male,39,Souvenir,3,35.19,105.57,Credit Card,05/01/2022,Zorlu Center
I118102,C225279,Female,59,Clothing,1,300.08,300.08,Cash,05/01/2022,Metrocity
I180962,C322770,Female,35,Toys,1,35.84,35.84,Cash,05/01/2022,Kanyon
I331279,C320325,Male,29,Clothing,3,900.24,2700.72,Cash,05/01/2022,Metropol AVM
I126944,C310909,Female,48,Cosmetics,2,81.32,162.64,Cash,05/01/2022,Istinye Park
I422213,C390994,Male,20,Technology,3,3150,9450,Credit Card,05/01/2022,Kanyon
I388085,C431665,Male,49,Food & Beverage,2,10.46,20.92,Credit Card,05/01/2022,Cevahir AVM
I263462,C127777,Male,66,Shoes,2,1200.34,2400.68,Credit Card,05/01/2022,Metrocity
I560042,C167972,Female,45,Clothing,3,900.24,2700.72,Cash,05/01/2022,Metrocity
I192807,C256670,Female,67,Clothing,4,1200.32,4801.28,Credit Card,05/01/2022,Forum Istanbul
I304318,C219835,Female,66,Shoes,5,3000.85,15004.25,Debit Card,05/01/2022,Kanyon
I225414,C366270,Male,42,Toys,2,71.68,143.36,Debit Card,05/01/2022,Metrocity
I444626,C288529,Female,33,Cosmetics,1,40.66,40.66,Cash,05/01/2022,Kanyon
I113323,C242570,Female,45,Food & Beverage,1,5.23,5.23,Debit Card,05/01/2022,Forum Istanbul
I138018,C859562,Female,68,Toys,4,143.36,573.44,Credit Card,05/01/2022,Metrocity
I865306,C308748,Female,39,Toys,5,179.2,896,Credit Card,05/01/2022,Kanyon
I175824,C228255,Female,59,Toys,2,71.68,143.36,Cash,05/01/2022,Metropol AVM
I458116,C480273,Female,52,Food & Beverage,2,10.46,20.92,Debit Card,05/01/2022,Mall of Istanbul
I322066,C240590,Male,47,Technology,1,1050,1050,Credit Card,05/01/2022,Kanyon
I416460,C155021,Male,33,Clothing,4,1200.32,4801.28,Debit Card,05/01/2022,Mall of Istanbul
I323774,C975340,Female,53,Food & Beverage,1,5.23,5.23,Cash,05/01/2022,Metrocity
I302756,C220245,Male,27,Books,5,75.75,378.75,Cash,05/01/2022,Metrocity
I178953,C317038,Female,56,Books,2,30.3,60.6,Debit Card,05/01/2022,Mall of Istanbul
I849701,C264888,Male,21,Books,4,60.6,242.4,Credit Card,05/01/2022,Kanyon
I149108,C367940,Female,26,Toys,1,35.84,35.84,Debit Card,05/01/2022,Kanyon
I152461,C333855,Male,46,Food & Beverage,3,15.69,47.07,Credit Card,05/01/2022,Metrocity
I983002,C301529,Female,60,Toys,4,143.36,573.44,Cash,05/01/2022,Metrocity
I215102,C278160,Female,24,Toys,3,107.52,322.56,Debit Card,05/01/2022,Metropol AVM
I826235,C261475,Female,36,Food & Beverage,2,10.46,20.92,Credit Card,05/01/2022,Kanyon
I335012,C138475,Male,57,Shoes,2,1200.34,2400.68,Cash,05/01/2022,Zorlu Center
I177755,C308675,Male,25,Clothing,5,1500.4,7502,Credit Card,05/01/2022,Mall of Istanbul
I165311,C611587,Female,68,Toys,3,107.52,322.56,Debit Card,05/01/2022,Forum Istanbul
I168088,C201621,Male,31,Technology,4,4200,16800,Cash,05/01/2022,Istinye Park
I304460,C320723,Female,34,Toys,2,71.68,143.36,Cash,05/01/2022,Metrocity
I126927,C117106,Female,36,Cosmetics,5,203.3,1016.5,Cash,05/01/2022,Mall of Istanbul
I215477,C194107,Female,58,Clothing,5,1500.4,7502,Cash,05/01/2022,Kanyon
I783805,C317454,Female,57,Cosmetics,3,121.98,365.94,Cash,05/01/2022,Istinye Park
I166307,C117646,Male,65,Cosmetics,2,81.32,162.64,Cash,05/01/2022,Viaport Outlet
I351457,C634733,Female,38,Cosmetics,3,121.98,365.94,Credit Card,05/01/2022,Kanyon
I244022,C226741,Male,36,Cosmetics,4,162.64,650.56,Debit Card,05/01/2022,Metrocity
I212378,C321069,Female,48,Cosmetics,1,40.66,40.66,Debit Card,05/01/2022,Metropol AVM
I173627,C278410,Female,37,Clothing,2,600.16,1200.32,Credit Card,05/01/2022,Metropol AVM
I640748,C210380,Male,40,Cosmetics,4,162.64,650.56,Debit Card,05/01/2022,Cevahir AVM
I318617,C152301,Female,27,Toys,1,35.84,35.84,Cash,05/01/2022,Metropol AVM
I144387,C186752,Female,18,Clothing,3,900.24,2700.72,Credit Card,05/01/2022,Istinye Park
I332200,C269431,Female,23,Food & Beverage,1,5.23,5.23,Credit Card,05/01/2022,Metrocity
I315413,C958569,Female,59,Shoes,5,3000.85,15004.25,Cash,05/01/2022,Zorlu Center
I198664,C556234,Male,69,Clothing,5,1500.4,7502,Debit Card,05/01/2022,Metrocity
I174672,C139818,Female,45,Toys,3,107.52,322.56,Cash,05/01/2022,Kanyon
I209383,C282867,Female,49,Clothing,2,600.16,1200.32,Debit Card,05/01/2022,Emaar Square Mall
I970370,C288805,Female,64,Cosmetics,2,81.32,162.64,Debit Card,05/01/2022,Zorlu Center
I141780,C319299,Male,41,Food & Beverage,1,5.23,5.23,Debit Card,05/01/2022,Mall of Istanbul
I137953,C279918,Female,19,Clothing,2,600.16,1200.32,Credit Card,05/01/2022,Mall of Istanbul
I232708,C137813,Female,53,Food & Beverage,4,20.92,83.68,Cash,05/01/2022,Emaar Square Mall
I215639,C227899,Male,39,Food & Beverage,5,26.15,130.75,Credit Card,05/01/2022,Forum Istanbul
I256126,C159259,Male,28,Clothing,4,1200.32,4801.28,Cash,05/01/2022,Metrocity
I334183,C149283,Male,31,Clothing,2,600.16,1200.32,Cash,05/01/2022,Kanyon
I197699,C187224,Male,62,Clothing,1,300.08,300.08,Debit Card,05/01/2022,Kanyon
I308665,C178260,Male,19,Shoes,5,3000.85,15004.25,Cash,05/01/2022,Emaar Square Mall
I378908,C397115,Female,67,Clothing,4,1200.32,4801.28,Cash,05/01/2022,Kanyon
I289976,C699457,Female,54,Food & Beverage,5,26.15,130.75,Debit Card,05/01/2022,Kanyon
I200397,C138525,Female,44,Shoes,1,600.17,600.17,Cash,05/01/2022,Mall of Istanbul
